Dataset Name,Activity Type,Emission Resource
Exiobase 2019,5.2 - Business loans and unlisted equity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods "
Exiobase 2019,Top-Down,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods "
Exiobase 2019,5.2 - Business loans and unlisted equity,Petroleum Refinery
Exiobase 2019,Top-Down,Petroleum Refinery
Exiobase 2019,5.1 - Listed equity and corporate bonds,Petroleum Refinery
Exiobase 2019,Purchased Goods and Services,Electricity by wind
Exiobase 2019,Capital Goods / CAPEX,Electricity by wind
Exiobase 2019,5.2 - Business loans and unlisted equity,"Recreational, cultural and sporting activities "
Exiobase 2019,Top-Down,"Recreational, cultural and sporting activities "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Recreational, cultural and sporting activities "
Exiobase 2019,Purchased Goods and Services,Plant-based fibers
Exiobase 2019,Capital Goods / CAPEX,Plant-based fibers
Exiobase 2019,5.2 - Business loans and unlisted equity,Processing vegetable oils and fats
Exiobase 2019,Top-Down,Processing vegetable oils and fats
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processing vegetable oils and fats
Exiobase 2019,Purchased Goods and Services,Secondary raw materials
Exiobase 2019,Capital Goods / CAPEX,Secondary raw materials
Exiobase 2019,Purchased Goods and Services,Other non-ferrous metal ores and concentrates
Exiobase 2019,Capital Goods / CAPEX,Other non-ferrous metal ores and concentrates
Exiobase 2019,Purchased Goods and Services,"Lead, zinc and tin and products thereof"
Exiobase 2019,Capital Goods / CAPEX,"Lead, zinc and tin and products thereof"
Exiobase 2019,Purchased Goods and Services,Oxygen Steel Furnace Gas
Exiobase 2019,Capital Goods / CAPEX,Oxygen Steel Furnace Gas
Exiobase 2019,Purchased Goods and Services,Education services 
Exiobase 2019,Capital Goods / CAPEX,Education services 
Exiobase 2019,Purchased Goods and Services,Tobacco products 
Exiobase 2019,Capital Goods / CAPEX,Tobacco products 
Exiobase 2019,Purchased Goods and Services,Paddy rice
Exiobase 2019,Capital Goods / CAPEX,Paddy rice
Exiobase 2019,Purchased Goods and Services,Paddy rice
Exiobase 2019,Capital Goods / CAPEX,Paddy rice
Exiobase 2019,Purchased Goods and Services,Non-specified Petroleum Products
Exiobase 2019,Capital Goods / CAPEX,Non-specified Petroleum Products
Exiobase 2019,Purchased Goods and Services,Rubber and plastic products 
Exiobase 2019,Capital Goods / CAPEX,Rubber and plastic products 
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
Exiobase 2019,Top-Down,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
Exiobase 2019,Purchased Goods and Services,"Vegetables, fruit, nuts"
Exiobase 2019,Capital Goods / CAPEX,"Vegetables, fruit, nuts"
Exiobase 2019,5.2 - Business loans and unlisted equity,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,Top-Down,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,5.2 - Business loans and unlisted equity,Mining of aluminium ores and concentrates
Exiobase 2019,Top-Down,Mining of aluminium ores and concentrates
Exiobase 2019,5.1 - Listed equity and corporate bonds,Mining of aluminium ores and concentrates
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by petroleum and other oil derivatives
Exiobase 2019,Top-Down,Production of electricity by petroleum and other oil derivatives
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by petroleum and other oil derivatives
Exiobase 2019,Purchased Goods and Services,Electrical machinery and apparatus n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Electrical machinery and apparatus n.e.c. 
Exiobase 2019,5.2 - Business loans and unlisted equity,Aluminium production
Exiobase 2019,Top-Down,Aluminium production
Exiobase 2019,5.1 - Listed equity and corporate bonds,Aluminium production
Exiobase 2019,5.2 - Business loans and unlisted equity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
Exiobase 2019,Top-Down,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
Exiobase 2019,Purchased Goods and Services,Textiles 
Exiobase 2019,Capital Goods / CAPEX,Textiles 
Exiobase 2019,Purchased Goods and Services,Copper ores and concentrates
Exiobase 2019,Capital Goods / CAPEX,Copper ores and concentrates
Exiobase 2019,5.2 - Business loans and unlisted equity,"Waste water treatment, other"
Exiobase 2019,Top-Down,"Waste water treatment, other"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Waste water treatment, other"
Exiobase 2019,Purchased Goods and Services,Aluminium and aluminium products
Exiobase 2019,Capital Goods / CAPEX,Aluminium and aluminium products
Exiobase 2019,5.2 - Business loans and unlisted equity,Mining of iron ores
Exiobase 2019,Top-Down,Mining of iron ores
Exiobase 2019,5.1 - Listed equity and corporate bonds,Mining of iron ores
Exiobase 2019,5.2 - Business loans and unlisted equity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Top-Down,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,Intert/metal waste for treatment: incineration
Exiobase 2019,Capital Goods / CAPEX,Intert/metal waste for treatment: incineration
Exiobase 2019,Purchased Goods and Services,Other non-ferrous metal products
Exiobase 2019,Capital Goods / CAPEX,Other non-ferrous metal products
Exiobase 2019,5.2 - Business loans and unlisted equity,Mining of uranium and thorium ores 
Exiobase 2019,Top-Down,Mining of uranium and thorium ores 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Mining of uranium and thorium ores 
Exiobase 2019,5.2 - Business loans and unlisted equity,P- and other fertiliser
Exiobase 2019,Top-Down,P- and other fertiliser
Exiobase 2019,5.1 - Listed equity and corporate bonds,P- and other fertiliser
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of office machinery and computers 
Exiobase 2019,Top-Down,Manufacture of office machinery and computers 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of office machinery and computers 
Exiobase 2019,5.2 - Business loans and unlisted equity,Real estate activities 
Exiobase 2019,Top-Down,Real estate activities 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Real estate activities 
Exiobase 2019,Purchased Goods and Services,Sewage sludge for treatment: biogasification and land application
Exiobase 2019,Capital Goods / CAPEX,Sewage sludge for treatment: biogasification and land application
Exiobase 2019,Purchased Goods and Services,Sea and coastal water transportation services
Exiobase 2019,Employee Commuting,Sea and coastal water transportation services
Exiobase 2019,Upstream Transportation and Distribution,Sea and coastal water transportation services
Exiobase 2019,Capital Goods / CAPEX,Sea and coastal water transportation services
Exiobase 2019,Downstream Transportation and Distribution,Sea and coastal water transportation services
Exiobase 2019,Business Travel,Sea and coastal water transportation services
Exiobase 2019,Purchased Goods and Services,Railway transportation services
Exiobase 2019,Employee Commuting,Railway transportation services
Exiobase 2019,Upstream Transportation and Distribution,Railway transportation services
Exiobase 2019,Capital Goods / CAPEX,Railway transportation services
Exiobase 2019,Downstream Transportation and Distribution,Railway transportation services
Exiobase 2019,Business Travel,Railway transportation services
Exiobase 2019,5.2 - Business loans and unlisted equity,Mining of iron ores
Exiobase 2019,Top-Down,Mining of iron ores
Exiobase 2019,5.1 - Listed equity and corporate bonds,Mining of iron ores
Exiobase 2019,5.2 - Business loans and unlisted equity,Precious metals production
Exiobase 2019,Top-Down,Precious metals production
Exiobase 2019,5.1 - Listed equity and corporate bonds,Precious metals production
Exiobase 2019,Purchased Goods and Services,Private households with employed persons 
Exiobase 2019,Capital Goods / CAPEX,Private households with employed persons 
Exiobase 2019,5.2 - Business loans and unlisted equity,Pulp
Exiobase 2019,Top-Down,Pulp
Exiobase 2019,5.1 - Listed equity and corporate bonds,Pulp
Exiobase 2019,Purchased Goods and Services,Gasoline Type Jet Fuel
Exiobase 2019,Capital Goods / CAPEX,Gasoline Type Jet Fuel
Exiobase 2019,5.2 - Business loans and unlisted equity,Education 
Exiobase 2019,Top-Down,Education 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Education 
Exiobase 2019,Purchased Goods and Services,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
Exiobase 2019,Capital Goods / CAPEX,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
Exiobase 2019,Purchased Goods and Services,Fish products
Exiobase 2019,Capital Goods / CAPEX,Fish products
Exiobase 2019,Purchased Goods and Services,Wood waste for treatment: incineration
Exiobase 2019,Capital Goods / CAPEX,Wood waste for treatment: incineration
Exiobase 2019,5.2 - Business loans and unlisted equity,Pigs farming
Exiobase 2019,Top-Down,Pigs farming
Exiobase 2019,5.1 - Listed equity and corporate bonds,Pigs farming
Exiobase 2019,5.2 - Business loans and unlisted equity,Re-processing of secondary paper into new pulp
Exiobase 2019,Top-Down,Re-processing of secondary paper into new pulp
Exiobase 2019,5.1 - Listed equity and corporate bonds,Re-processing of secondary paper into new pulp
Exiobase 2019,Purchased Goods and Services,N-fertiliser
Exiobase 2019,Capital Goods / CAPEX,N-fertiliser
Exiobase 2019,5.2 - Business loans and unlisted equity,Landfill of waste: Inert/metal/hazardous
Exiobase 2019,Top-Down,Landfill of waste: Inert/metal/hazardous
Exiobase 2019,5.1 - Listed equity and corporate bonds,Landfill of waste: Inert/metal/hazardous
Exiobase 2019,Purchased Goods and Services,Basic iron and steel and of ferro-alloys and first products thereof
Exiobase 2019,Capital Goods / CAPEX,Basic iron and steel and of ferro-alloys and first products thereof
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by hydro
Exiobase 2019,Top-Down,Production of electricity by hydro
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by hydro
Exiobase 2019,Purchased Goods and Services,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods "
Exiobase 2019,Capital Goods / CAPEX,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods "
Exiobase 2019,5.2 - Business loans and unlisted equity,Real estate activities 
Exiobase 2019,Top-Down,Real estate activities 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Real estate activities 
Exiobase 2019,Purchased Goods and Services,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,Electricity by solar photovoltaic
Exiobase 2019,Capital Goods / CAPEX,Electricity by solar photovoltaic
Exiobase 2019,Purchased Goods and Services,Cereal grains nec
Exiobase 2019,Capital Goods / CAPEX,Cereal grains nec
Exiobase 2019,Purchased Goods and Services,Beverages
Exiobase 2019,Capital Goods / CAPEX,Beverages
Exiobase 2019,Purchased Goods and Services,Naphtha
Exiobase 2019,Capital Goods / CAPEX,Naphtha
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of fish products
Exiobase 2019,Top-Down,Manufacture of fish products
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of fish products
Exiobase 2019,Purchased Goods and Services,Distribution services of gaseous fuels through mains
Exiobase 2019,Capital Goods / CAPEX,Distribution services of gaseous fuels through mains
Exiobase 2019,Purchased Goods and Services,Coke oven gas
Exiobase 2019,Capital Goods / CAPEX,Coke oven gas
Exiobase 2019,Purchased Goods and Services,Nuclear fuel
Exiobase 2019,Capital Goods / CAPEX,Nuclear fuel
Exiobase 2019,Purchased Goods and Services,"Motor vehicles, trailers and semi-trailers "
Exiobase 2019,Capital Goods / CAPEX,"Motor vehicles, trailers and semi-trailers "
Exiobase 2019,5.2 - Business loans and unlisted equity,Copper production
Exiobase 2019,Top-Down,Copper production
Exiobase 2019,5.1 - Listed equity and corporate bonds,Copper production
Exiobase 2019,Purchased Goods and Services,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles "
Exiobase 2019,Capital Goods / CAPEX,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles "
Exiobase 2019,Purchased Goods and Services,Paper for treatment: landfill
Exiobase 2019,Capital Goods / CAPEX,Paper for treatment: landfill
Exiobase 2019,Purchased Goods and Services,"Lead, zinc and tin and products thereof"
Exiobase 2019,Capital Goods / CAPEX,"Lead, zinc and tin and products thereof"
